post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,stock_status,backorders
Christian Lacroix Fabric L Aveu,christian-lacroix-fabric-l-aveu,,999534988,"A shaded geometric jacquard weave in tones of undulating colour, with a soft and luxurious shimmer. This unique Christian Lacroix design is available in two colourways and is ideal for curtains, blinds, bedcovers and light upholstery.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:47,1049,open,FCL7040-01-P,,,onbackorder,no
Christian Lacroix Fabric L Aveu - Bourgeon,variation-999535550-of-christian-lacroix-fabric-l-aveu,999534988,999535552,,Colour: Bourgeon,publish,,0,17/04/22 10:47,1049,closed,FCL7040-01,FCL7040-01-P,,onbackorder,no
Christian Lacroix Fabric L Aveu - Printemps,variation-999535552-of-christian-lacroix-fabric-l-aveu,999534988,999535554,,Colour: Printemps,publish,,0,17/04/22 10:47,1049,closed,FCL7040-02,FCL7040-01-P,,onbackorder,no
Christian Lacroix Fabric L Eden,christian-lacroix-fabric-l-eden,,999534990,"A classic scene of intricate botanicals that is incredibly detailed and textural is given the Maison Christian Lacroix treatment. Woven with linen this jacquard fabric drapes beautifully for statement curtaining and is also great for cushions, bedcovers and upholstery. In two serene colourways.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:47,1049,open,FCL7041-01-P,,,onbackorder,no
Christian Lacroix Fabric L Eden - Bois De Rose,variation-999535554-of-christian-lacroix-fabric-l-eden,999534990,999535557,,Colour: Bois De Rose,publish,,0,17/04/22 10:47,1049,closed,FCL7041-01,FCL7041-01-P,,onbackorder,no
Christian Lacroix Fabric L Eden - Bleu Nigelle,variation-999535556-of-christian-lacroix-fabric-l-eden,999534990,999535559,,Colour: Bleu Nigelle,publish,,0,17/04/22 10:47,1049,closed,FCL7041-02,FCL7041-01-P,,onbackorder,no
Christian Lacroix Fabric La Rocelle,christian-lacroix-fabric-la-rocelle,,999534992,An elegant textured boucle weave with a wool blend yarn designed to effortlessly coordinate with Maison Christian Lacroix fabric and wallpaper collections. Available in four stylish tones for exquisite upholstery and heavyweight curtains.,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:47,1049,open,FCL7047-01-P,,,onbackorder,no
Christian Lacroix Fabric La Rocelle - Bleu Paon,variation-999535558-of-christian-lacroix-fabric-la-rocelle,999534992,999535562,,Colour: Bleu Paon,publish,,0,17/04/22 10:48,1049,closed,FCL7047-01,FCL7047-01-P,,onbackorder,no
Christian Lacroix Fabric La Rocelle - Ebene,variation-999535560-of-christian-lacroix-fabric-la-rocelle,999534992,999535564,,Colour: Ebene,publish,,0,17/04/22 10:48,1049,closed,FCL7047-02,FCL7047-01-P,,onbackorder,no
Christian Lacroix Fabric La Rocelle - Liseron,variation-999535562-of-christian-lacroix-fabric-la-rocelle,999534992,999535566,,Colour: Liseron,publish,,0,17/04/22 10:48,1049,closed,FCL7047-03,FCL7047-01-P,,onbackorder,no
Christian Lacroix Fabric La Rocelle - Lin,variation-999535564-of-christian-lacroix-fabric-la-rocelle,999534992,999535568,,Colour: Lin,publish,,0,17/04/22 10:48,1049,closed,FCL7047-04,FCL7047-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage,christian-lacroix-fabric-le-gres-plage,,999534994,A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:48,1049,open,FCL7048-01-P,,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Nuit,variation-999535566-of-christian-lacroix-fabric-le-gres-plage,999534994,999535571,,Colour: Nuit,publish,,0,17/04/22 10:48,1049,closed,FCL7048-01,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Ecorce,variation-999535568-of-christian-lacroix-fabric-le-gres-plage,999534994,999535573,,Colour: Ecorce,publish,,0,17/04/22 10:48,1049,closed,FCL7048-02,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Souris,variation-999535570-of-christian-lacroix-fabric-le-gres-plage,999534994,999535575,,Colour: Souris,publish,,0,17/04/22 10:48,1049,closed,FCL7048-03,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Liseron,variation-999535572-of-christian-lacroix-fabric-le-gres-plage,999534994,999535577,,Colour: Liseron,publish,,0,17/04/22 10:48,1049,closed,FCL7048-04,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Seigle,variation-999535574-of-christian-lacroix-fabric-le-gres-plage,999534994,999535579,,Colour: Seigle,publish,,0,17/04/22 10:48,1049,closed,FCL7048-05,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Maduro,variation-999535576-of-christian-lacroix-fabric-le-gres-plage,999534994,999535581,,Colour: Maduro,publish,,0,17/04/22 10:48,1049,closed,FCL7048-06,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Iris,variation-999535578-of-christian-lacroix-fabric-le-gres-plage,999534994,999535583,,Colour: Iris,publish,,0,17/04/22 10:48,1049,closed,FCL7048-07,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Oeillet,variation-999535580-of-christian-lacroix-fabric-le-gres-plage,999534994,999535585,,Colour: Oeillet,publish,,0,17/04/22 10:48,1049,closed,FCL7048-08,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Bourgeon,variation-999535582-of-christian-lacroix-fabric-le-gres-plage,999534994,999535587,,Colour: Bourgeon,publish,,0,17/04/22 10:48,1049,closed,FCL7048-09,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Printemps,variation-999535584-of-christian-lacroix-fabric-le-gres-plage,999534994,999535589,,Colour: Printemps,publish,,0,17/04/22 10:48,1049,closed,FCL7048-10,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Le Gres Plage - Bleu Paon,variation-999535586-of-christian-lacroix-fabric-le-gres-plage,999534994,999535591,,Colour: Bleu Paon,publish,,0,17/04/22 10:48,1049,closed,FCL7048-11,FCL7048-01-P,,onbackorder,no
Christian Lacroix Fabric Soft L'Aveu,christian-lacroix-fabric-soft-laveu,,999534996,"An ombre geometric cut velvet in tones of undulating colour from Maison Christian Lacroix. This design is available in three colourways and is perfectly suited for upholstery, cushions, curtains and blinds","<h1>Care Code</h1><p><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO BLEACH"" height=""42"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=""NO BLEACH"" width=""44"" />&nbsp;<img align=""baseline"" alt=""DO NOT DRY CLEAN"" height=""32"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-DRY-CLEAN.png"" title=""DO NOT DRY CLEAN"" width=""42"" />&nbsp;<img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /><br />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a -="""" care="""" fabric="""" guide.pdf="""" href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=""color:#ff3300;"">here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:48,1049,open,FCL7049-01-P,,,onbackorder,no
Christian Lacroix Fabric Soft L'Aveu - Magenta,variation-999535588-of-christian-lacroix-fabric-soft-laveu,999534996,999535595,,Colour: Magenta,publish,,0,17/04/22 10:48,1049,closed,FCL7049-01,FCL7049-01-P,,onbackorder,no
Christian Lacroix Fabric Soft L'Aveu - Ruisseau,variation-999535591-of-christian-lacroix-fabric-soft-laveu,999534996,999535597,,Colour: Ruisseau,publish,,0,17/04/22 10:48,1049,closed,FCL7049-02,FCL7049-01-P,,onbackorder,no
Christian Lacroix Fabric Soft L'Aveu - Graphite,variation-999535595-of-christian-lacroix-fabric-soft-laveu,999534996,999535599,,Colour: Graphite,publish,,0,17/04/22 10:48,1049,closed,FCL7049-03,FCL7049-01-P,,onbackorder,no
Christian Lacroix Fabric Pret Moi Ta Plume,christian-lacroix-fabric-pret-moi-ta-plume,,999534999,"Highly ornate artistry illustrates every nuance and detail of bird feathers, arranged in a free flowing formation. Digitally printed onto a soft, pure cotton ground, this design is perfect for a wide range of interior applications from upholstery to curtains. Machine washable at 30c on a gentle cycle. Available in two colourways.","<h1>Care Code</h1><p><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO BLEACH"" height=""42"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=""NO BLEACH"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO TUMBLE DRY"" height=""36"" src=""""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"""" title=""NO TUMBLE DRY"" width=""39"" />&nbsp;<img align=""baseline"" alt=""MACHINE WASH UP TO 30DEG - MEDIUM AGITATION"" height=""39"" src=""/site/inspirynz/DOCUMENTS/MACHINE WASH UP TO 30DEG - MEDIUM AGITATION.png"" title=""MACHINE WASH UP TO 30DEG - MEDIUM AGITATION"" width=""45"" /><img align=""baseline"" alt=""MEDIUM IRON"" height=""31"" src=""/site/inspirynz/DOCUMENTS/MEDIUM IRON.png"" title=""MEDIUM IRON"" width=""49"" /><br /><br />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a -="""" care="""" fabric="""" guide.pdf="""" href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=""color:#ff3300;"">here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:48,1049,open,FCL7051-01-P,,,onbackorder,no
Christian Lacroix Fabric Pret Moi Ta Plume - Jais,variation-999535598-of-christian-lacroix-fabric-pret-moi-ta-plume,999534999,999535604,,Colour: Jais,publish,,0,17/04/22 10:48,1049,closed,FCL7051-01,FCL7051-01-P,,onbackorder,no
Christian Lacroix Fabric Pret Moi Ta Plume - Bourgeon,variation-999535602-of-christian-lacroix-fabric-pret-moi-ta-plume,999534999,999535606,,Colour: Bourgeon,publish,,0,17/04/22 10:48,1049,closed,FCL7051-02,FCL7051-01-P,,onbackorder,no
Christian Lacroix Fabric Oiseau De Bengale,christian-lacroix-fabric-oiseau-de-bengale,,999535003,"A fantastic imagining of flora, fauna, print and palm, treated in the quintessential Christian Lacroix style with extraordinary detail. This fabric is digitally printed onto a fine cotton ground is perfect for evocative curtains, blinds, cushions and bed covers. Available in two colourways.","<h1>Care Code</h1><p><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO BLEACH"" height=""42"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=""NO BLEACH"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO TUMBLE DRY"" height=""36"" src=""""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"""" title=""NO TUMBLE DRY"" width=""39"" />&nbsp;<img align=""baseline"" alt=""MACHINE WASH UP TO 30DEG - MEDIUM AGITATION"" height=""39"" src=""/site/inspirynz/DOCUMENTS/MACHINE WASH UP TO 30DEG - MEDIUM AGITATION.png"" title=""MACHINE WASH UP TO 30DEG - MEDIUM AGITATION"" width=""45"" /><img align=""baseline"" alt=""MEDIUM IRON"" height=""31"" src=""/site/inspirynz/DOCUMENTS/MEDIUM IRON.png"" title=""MEDIUM IRON"" width=""49"" /><br /><br />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a -="""" care="""" fabric="""" guide.pdf="""" href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=""color:#ff3300;"">here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:48,1049,open,FCL7052-01-P,,,onbackorder,no
